GeneID	Control1	Control2	Control3	Control4	KO1	KO2	KO3	KO4
Zfhx2	50	1	47	59	45	3	96	48
Scamp5	1815	848	1624	1951	898	1097	1033	1343
Rcsd1	1	77	8	29	14	64	6	118
Kcna2	0	0	0	0	0	0	0	0
Hnrnpul1	445	527	316	391	341	323	375	464
Hesx1	0	0	16	0	0	0	0	0
Esrp1	1387	310	1337	1418	1390	1649	1670	2147
Cep126	35	2	3	79	56	50	14	21
Eif4h	3423	3228	3436	2283	3769	4487	4785	4438
Erg	0	0	0	0	0	0	0	0
Ppp1r13l	513	401	856	550	501	886	770	855
Ints8	563	584	630	133	474	313	447	248
Slc25a34	0	0	0	0	0	0	1	0
Rnf167	1368	1704	2163	1049	1135	1680	1976	1870
Cd53	137	54	0	0	0	0	2	0
Siah1b	2	168	10	0	10	67	75	75
Lat2	0	46	125	74	142	199	127	172
Myh6	0	4	0	0	0	0	0	6
Cmtm5	0	0	0	0	0	0	0	0
Appl1	985	668	276	751	580	727	596	654
Spen	488	384	630	501	307	588	468	612
Snrnp25	753	877	338	472	846	750	713	736
Il25	0	0	0	0	0	0	0	0
Oard1	1434	1471	1504	1508	1241	1007	1129	1317
Cept1	5411	1897	4958	3753	3337	2267	3128	3534
Cop1	1009	546	784	777	464	620	707	1151
Ttc3	3345	3218	4052	2581	2915	3308	3128	5026
C1qtnf4	672	138	316	292	265	274	442	452
Iqcc	297	427	422	214	203	170	238	420
Iqsec3	1	0	0	0	0	0	0	0
S100g	4	982	72	0	4	5	0	74
Chil3	0	0	0	0	0	0	0	0
Eml2	31	98	113	2	65	38	202	213
Agbl2	1	41	14	3	1	3	86	0
Tex264	700	1794	752	446	771	1372	880	1203
Dennd6a	579	841	770	746	626	610	654	859
Hlcs	147	201	286	106	37	115	162	210
1700123O20Rik	1409	1460	1368	1127	835	999	675	1247
Snrpd2	3303	4603	2483	2210	2860	4209	2977	3830
Catsperd	1145	265	517	751	484	311	801	539
Zmynd15	0	66	142	0	0	38	0	7
Gpr161	10	23	0	48	148	111	3	71
Gm11639	0	0	0	0	0	0	6	0
Six5	87	42	23	4	2	74	94	165
Szrd1	666	503	527	329	239	503	241	451
Tiprl	991	1525	1311	773	847	877	623	908
Sft2d2	242	1744	482	206	483	236	440	352
Psme4	1290	815	1841	1929	1650	1865	1327	2400
Plekhh2	3	404	57	0	0	6	0	2
Reps2	586	257	858	434	460	444	787	564
Dlk1	0	54	19	0	0	0	0	0
Erf	102	65	69	46	67	132	84	104
Bsdc1	288	761	501	595	643	1056	626	661
Crocc	0	0	70	17	25	0	60	127
Ino80d	281	118	404	252	210	459	340	477
Rsph6a	0	0	0	0	11	0	0	3
Begain	0	0	0	0	0	0	0	0
Osbpl10	0	98	0	0	0	2	0	0
Wdr25	28	70	0	6	49	80	50	16
Tmem205	5354	4447	3818	3380	2805	3051	2235	3270
Gfer	694	398	476	464	228	267	303	406
Foxa3	0	0	0	0	0	0	0	0
Kcnd3	0	32	0	0	0	0	0	0
Ccr6	0	0	0	0	0	0	0	0
Kcnk18	0	0	0	0	0	0	0	0
Gm21988	0	2	0	0	0	3	0	0
Atp1a3	0	120	0	0	0	1	2	0
Fbxw4	54	90	51	6	28	33	17	33
Slc19a2	174	315	324	271	181	373	542	474
4930505A04Rik	0	32	0	0	0	0	0	0
S100pbp	183	112	24	171	107	288	153	137
Rfx3	27	41	133	15	6	86	82	104
Padi6	0	0	0	0	0	25	0	9
Ulk4	31	0	14	0	13	9	175	0
Slc16a11	108	8	54	8	70	14	72	9
Arhgef1	670	846	571	301	569	747	1158	1066
Tet2	388	608	337	608	706	572	751	696
Rcc2	564	340	549	495	571	1150	767	760
Mgl2	0	0	0	0	1	1	0	1
Rps19	108213	74693	76968	66036	82757	101829	79671	100088
Cables1	247	80	25	17	0	75	31	129
Asgr2	0	0	0	0	0	0	0	0
Arhgef10l	427	123	373	191	234	677	524	910
Slc22a2	0	0	0	0	0	0	1	0
Arhgef38	2	0	0	0	0	0	0	0
Igsf21	0	0	0	0	40	0	0	0
Gm11992	0	0	1	0	40	0	0	0
Sun3	0	2	0	0	0	0	0	0
Mill2	0	238	0	0	0	0	1	14
Sh3kbp1	755	1128	493	585	725	639	597	774
Abhd4	2602	2591	3845	2221	2568	3234	2678	3369
Npnt	285	27	253	231	248	426	218	474
Trim62	862	450	933	713	1187	954	837	1686
Iqcf4	0	0	0	0	0	0	0	0
Cmtm8	0	43	0	0	1	0	0	0
Nrg3	0	0	0	0	0	0	0	0
Map7d2	0	0	0	7	0	0	0	0
Iffo2	103	132	128	50	24	56	41	45
Ghitm	5299	3701	5216	4745	4986	5104	4901	4976
Gm17018	1363	1119	1417	961	1028	1316	1086	1571
Irgq	161	256	202	174	107	223	282	135
Fam117b	249	214	231	332	447	257	280	494
Lrit1	0	0	0	0	0	0	0	0
Ramp3	0	0	0	0	0	32	35	0
Slc7a13	0	0	0	0	0	0	0	0
Wdr43	1946	858	1167	1630	1343	1184	1284	2131
Wwp1	582	154	245	386	854	419	702	846
Mslnl	7	0	0	0	0	0	2	0
Pif1	0	27	0	0	23	0	37	0
4930596D02Rik	0	0	0	0	0	0	0	0
Nacad	0	1	0	0	0	0	0	0
Fzd7	12	143	51	53	123	77	89	240
Grid1	0	47	0	0	0	0	2	0
Rwdd2b	12	84	144	76	14	47	40	8
Ostc	2125	6412	1945	1754	1902	2187	2100	2140
Tspyl2	205	159	298	168	60	72	161	168
Elmo1	36	183	203	8	0	142	164	279
Iqsec2	0	95	34	37	40	83	46	48
Ccdc8	1	9	4	2	5	4	10	11
Pde9a	0	60	58	0	0	135	18	3
Nbl1	512	4125	476	34	27	90	19	98
Msantd4	54	361	85	82	420	305	302	194
H2afv	4806	6557	4090	3198	4374	5932	5455	5772
Zfp598	266	296	173	72	69	174	255	398
N4bp2l1	965	110	558	820	776	1274	686	1654
Smc1a	1244	1658	1703	1293	979	1892	1098	2300
Cyyr1	0	0	0	0	1	0	3	0
Ripk2	200	513	121	272	98	128	249	212
Nme8	0	0	0	0	0	0	0	0
Pnmal1	0	0	0	0	0	0	0	0
Tmco4	86	0	218	201	416	343	604	366
Dnah7b	99	84	1	22	50	46	84	15
Brca2	1	17	94	137	20	81	45	188
Osgin2	96	123	97	57	98	50	167	70
Otud3	18	1	48	4	66	64	19	118
Zmiz2	325	310	322	248	439	425	420	419
Spem1	0	0	0	0	3	26	0	41
Lonp1	960	700	958	779	869	1548	1086	1660
Hectd2	0	22	6	113	1	0	2	13
Prkd2	194	205	65	71	71	212	87	486
Chrnb1	132	258	14	81	11	19	10	16
Pla2g5	0	0	0	0	1	0	0	0
Rpusd1	0	105	144	94	158	304	184	248
Pla2g2d	0	76	0	0	0	1	0	0
Trir	2499	2635	2076	1655	2371	2508	2344	2609
Map6d1	0	0	0	0	0	4	0	6
Yeats2	513	543	502	236	444	508	670	783
Clvs1	0	0	0	0	0	0	0	0
Arhgap11a	0	116	47	56	45	231	209	48
Elovl6	1258	704	1340	720	1015	839	751	1168
Arhgap12	1319	960	2661	1776	1503	1692	1850	3088
Phf8	166	207	277	294	244	105	254	276
Ublcp1	932	775	538	614	420	471	391	350
Chd7	231	176	134	162	190	159	172	347
Vps41	1862	1323	3699	2639	2351	2093	1958	2993
Pklr	0	0	0	0	0	0	0	0
Rbbp8	1149	772	1229	1273	1382	1592	901	1901
Mul1	529	582	578	388	179	251	432	153
Wnk3	2	18	19	0	0	0	1	6
Lamp3	0	0	0	0	0	1	0	0
Kcnj1	0	0	0	0	0	0	0	0
Tmco5b	0	0	0	0	0	0	0	0
Zfp236	211	324	361	157	142	325	397	319
Car8	369	70	401	48	271	176	214	132
Rusc1	965	204	324	325	578	666	674	577
Uspl1	209	305	490	530	105	144	366	435
Dmxl2	152	169	306	0	20	145	389	116
Tox	0	0	0	0	0	0	3	0
Ttc1	1593	1588	1614	1196	1556	1535	1003	2000
Sox15	3339	1722	3063	2479	1724	2439	2153	3551
Adgrf1	0	0	0	0	0	0	0	0
Cdk13	304	104	290	212	223	396	224	336
Katnal1	269	213	339	411	99	60	81	70
Cftr	0	0	0	0	86	0	44	15
Gtf3c3	623	504	423	452	877	786	665	472
Sntb2	245	514	207	78	111	190	260	175
Nkx6-2	0	16	0	0	0	0	0	8
Slc7a1	308	513	626	395	546	529	679	515
Thoc6	357	703	628	359	740	1103	1045	665
Ak7	56	13	54	108	92	0	4	4
Inhba	0	12	7	0	0	0	0	0
Pcf11	1109	896	1214	1478	1639	1700	1175	2143
Atp1b2	0	79	18	0	5	14	29	0
Mup4	0	0	0	0	0	0	0	1
Atg2b	369	284	266	424	113	467	538	520
Ankrd42	0	2	6	47	35	14	20	52
Wrap53	267	108	306	138	118	62	98	143
Bdkrb1	1	64	51	0	0	0	1	0
Rap1gap	141	96	229	56	119	95	94	180
Tmem29	1128	1820	952	797	910	847	830	839
Rgl2	257	233	382	114	236	223	650	338
Ssr2	5330	11269	4415	4052	5542	5894	5076	6121
Nutm1	0	21	0	0	4	0	2	0
Tcl1	0	0	0	0	0	0	47	0
Pum3	2902	2119	1909	2354	2298	2037	2221	3217
Myzap	1019	191	665	636	572	955	630	804
Shtn1	184	55	670	538	290	334	330	484
B4galnt3	0	0	3	18	0	1	1	0
Ccdc9	398	103	231	275	166	235	230	330
Ninj2	0	0	0	0	0	0	0	0
Cldn5	0	0	0	0	0	0	0	0
Htr2c	0	0	0	0	0	0	0	0
Mdfic	185	560	155	141	166	85	104	209
Mettl18	61	85	198	44	0	28	41	46
1700013G24Rik	0	0	0	0	0	0	0	0
BC055324	0	135	14	0	13	6	89	36
Wapl	2317	1375	2634	1944	1774	1718	1848	2347
Dicer1	434	87	398	86	244	244	205	450
Pik3r1	2056	1003	2697	1774	2186	1967	2780	3898
Meis3	106	504	354	135	41	87	186	74
Paqr6	14	402	2	0	30	25	17	115
Hibch	1098	617	1228	1001	708	901	864	1334
Nthl1	292	223	163	89	195	253	200	226
Ccnb1	0	1473	6	0	174	710	525	106
Utp4	2088	1170	2378	1839	2058	2011	2264	2204
Mfsd6	682	232	754	320	278	464	446	365
Gk5	63	62	35	162	56	92	164	311
Arhgap32	452	395	549	478	223	314	713	544
Mmrn2	0	0	0	1	0	0	3	9
Rpl21	25727	18555	17659	16318	19265	23605	19498	23418
Tardbp	1492	1168	1295	1758	1927	1760	2454	2360
Cacna2d4	0	0	0	6	2	41	20	18
Gpr12	0	0	0	0	0	0	0	0
Shld2	135	81	212	57	36	78	141	74
Smpx	0	0	0	0	0	0	0	0
Dcp1b	145	240	145	102	202	164	234	465
Syt15	2	8	2	0	1	3	3	17
Serpina3g	89	518	20	0	0	6	24	0
Piezo2	24	598	76	0	0	14	1	0
Zfp281	904	181	483	198	659	625	506	487
Stx3	645	452	1046	1087	1028	678	762	911
Cep78	86	88	192	49	115	105	157	226
Kif14	0	0	0	0	1	62	132	1
Gm3402	0	0	0	0	0	0	0	0
Rrp9	157	145	248	321	535	548	542	233
Irf8	34	207	41	2	75	125	96	64
Upk2	5479	3284	5649	4604	8701	8735	7202	9415
Rnf123	324	106	329	229	246	377	266	814
Ago1	673	221	653	618	238	406	535	675
Rbp3	0	0	0	0	0	0	16	0
Serpina3a	0	0	0	0	0	0	0	0
H2-Ob	0	0	0	0	0	0	1	0
Sox5	2	63	62	46	10	14	21	11
Disp3	0	0	57	0	0	0	0	0
Hspb8	461	656	434	385	352	366	486	588
Serpina5	0	0	0	0	0	0	0	0
Ptchd1	0	0	0	0	0	0	0	0
Fbxo2	47	123	57	30	0	2	0	29
Fmod	8	215	0	0	4	70	6	147
Nop53	5632	3022	4481	4071	4655	6608	5165	5931
L3mbtl4	0	0	0	0	0	0	1	0
Tssk1	0	0	0	0	0	0	0	0
Serpina12	0	0	0	0	0	0	0	0
Camsap2	1057	549	1052	1032	841	872	779	859
Selenow	8185	12939	6350	5421	6908	7707	6188	8444
Prelp	27	2455	43	0	10	4	1	22
Crx	0	0	0	0	0	0	2	0
Obox6	0	0	0	0	0	0	0	0
Sdk2	36	0	33	17	27	29	26	34
Tmtc4	420	574	380	434	256	368	284	444
Cdc42ep4	816	725	575	287	424	303	399	360
Inava	506	309	662	753	936	1040	1168	1306
Mbp	1297	689	1383	680	1007	824	1165	863
Entpd3	1116	262	1159	783	879	887	690	1012
Bicdl1	89	282	32	48	25	103	26	132
Nppa	0	0	0	0	1	0	0	0
Ccdc74a	0	0	0	0	6	0	13	28
Mmp1b	0	0	0	0	0	0	0	0
D11Wsu47e	43	91	329	146	174	90	162	246
Gucy1a2	0	11	0	0	0	0	0	0
Ggact	107	37	97	89	40	106	5	129
Fam104a	843	1087	717	593	1123	1045	802	896
Mrps27	362	353	275	230	420	531	374	549
Kctd12b	224	224	165	102	8	215	72	64
Gcn1	345	303	341	393	189	390	518	564
Kif21b	0	27	3	37	23	25	26	89
Slc5a12	0	0	0	0	0	0	0	0
Ddx24	1989	1824	2227	1805	1562	2473	1328	2554
Klf8	41	95	104	42	7	11	38	23
Pcca	255	805	596	379	145	195	197	283
Pnpla3	0	12	0	0	0	0	0	0
Slc39a11	100	327	73	110	61	254	57	80
Rragb	60	101	80	135	33	111	19	24
Bbox1	1252	274	1060	1017	264	191	260	249
Prima1	0	0	0	0	0	0	0	0
Rims1	0	0	0	0	0	0	0	0
Pyroxd1	137	172	180	143	79	96	93	134
Lrrc18	0	27	0	0	0	0	0	0
Lrrc29	0	151	139	106	6	193	0	54
Iapp	0	0	0	0	0	0	12	0
Bivm	93	174	150	53	198	286	193	160
Fcho2	1465	727	1344	1169	806	730	699	906
Amot	0	43	0	0	5	43	8	58
Kcnj2	0	36	0	0	0	0	0	1
Rasl12	0	0	0	0	0	0	0	0
Cox6a1	9773	12457	6684	6021	6373	8416	6721	7235
Slco1a1	0	0	0	0	0	0	0	0
Lhfpl1	43	0	38	0	11	83	65	50
Btbd7	272	377	127	187	10	180	204	223
Zic5	0	0	0	0	0	0	0	0
Tmem273	0	0	0	0	0	0	0	0
Mpped1	0	0	0	2	0	1	0	0
Trpc5	0	17	0	0	0	1	0	0
Ubr7	354	379	419	219	230	127	113	170
Gm20604	63	48	49	53	38	60	45	78
Alg13	227	178	233	187	156	339	311	238
Pi4ka	236	389	396	331	335	358	473	487
Khdc1c	0	0	0	0	0	0	0	0
Coro2b	30	37	34	31	0	23	13	0
Prrxl1	0	0	0	0	0	1	0	7
Pgm5	0	122	0	0	0	3	0	0
Coq5	763	750	1147	1046	943	906	644	1062
Kirrel	0	656	65	0	37	42	76	107
Gm13178	0	0	29	0	0	0	3	0
Tspo	5503	11315	5497	4139	3494	5405	3515	3979
Tmem45b	5999	2409	6172	5977	7434	7560	5404	8351
Rnf10	1012	1114	1059	949	673	1260	1377	856
Pde3a	6	297	0	1	0	47	0	0
Utp15	747	414	653	373	314	468	175	442
Trem3	0	0	0	0	0	0	0	0
Plekha6	829	558	604	545	1336	1043	1371	1304
Gpr155	0	18	22	69	0	0	3	26
Tpp2	1242	816	1325	906	1090	1099	917	1263
Ubac2	367	774	481	132	205	492	489	389
Ppp2r2d	787	718	666	514	873	652	613	932
Slc24a4	0	0	0	0	0	0	0	0
Enc1	0	338	0	0	25	23	50	119
Ydjc	65	209	122	128	118	278	136	207
Mapk1ip1	471	267	711	233	136	300	862	611
Cir1	525	358	538	376	244	488	286	586
Tram2	131	433	38	43	115	79	94	133
Cpsf2	306	662	331	403	196	380	502	225
Lad1	2896	1335	3436	3554	4913	6089	5420	5765
Capza3	0	0	0	0	0	0	0	0
Myrip	0	0	0	0	13	0	0	0
Abca9	0	711	14	0	0	0	0	0
Gck	0	6	0	0	0	0	0	0
Phlda3	2248	1699	2099	1670	1510	2532	1812	1883
Pramel1	0	0	1	0	0	0	0	0
Efhc1	39	251	14	0	93	4	39	34
Poldip3	3107	3472	3672	2642	3532	4929	3991	5636
Fam169a	11	0	2	0	0	7	31	55
Oasl1	0	345	0	0	0	0	0	1
Abca8a	0	257	0	0	0	6	0	0
Sytl3	360	29	720	497	267	153	246	161
Ptpre	548	40	462	240	353	354	575	442
Pdcd7	227	205	96	225	157	172	237	270
Haus1	555	779	566	375	668	580	606	832
Rpl37	29538	18643	19358	15841	15232	20535	16037	18982
Fhdc1	244	163	333	258	22	268	56	365
Rhod	546	460	302	480	402	660	420	655
Ppp4r3a	445	277	605	478	512	611	647	713
Card6	3	137	119	17	17	10	59	8
Tcf20	113	110	260	104	209	229	216	158
Oosp1	0	0	0	0	0	0	0	0
Mcm3	126	80	62	0	75	56	111	219
Ankrd13a	894	432	1145	1072	533	839	550	422
Il17f	4	5	9	3	6	9	4	5
Ipo9	476	1770	360	523	290	476	409	941
Ndufa7	12299	10426	8590	7669	7421	8383	6810	8550
Olfr680-ps1	0	0	0	0	0	0	0	0
Macc1	330	105	383	385	376	266	283	149
Shisa4	0	330	0	0	2	0	1	0
Git2	380	373	590	943	337	515	584	666
Lman1	777	1390	1001	570	904	669	657	999
Wipi1	805	698	647	475	727	638	513	758
Gpr45	0	5	0	0	0	0	1	0
Dlx1	0	0	0	0	0	0	3	0
Tdrkh	0	0	31	26	0	0	6	0
Ammecr1l	267	433	292	739	411	563	492	467
Slc16a6	0	0	33	13	25	46	59	65
Metap1d	468	476	886	450	688	661	880	841
Nol4	0	0	0	0	0	0	0	0
Rnpep	981	1150	1138	853	764	1179	1528	1192
Fam222a	20	17	0	4	5	2	10	0
AW549877	583	675	1401	649	481	637	603	588
Agrn	1279	1036	1742	1327	1244	2489	3052	3488
Mvk	174	774	147	245	134	163	230	92
Mfsd9	95	0	0	0	63	15	0	52
Tango6	200	344	109	102	13	74	47	187
Tnfrsf18	40	2	0	34	52	25	15	63
Pkp2	36	82	54	21	345	153	123	165
Pigs	613	1802	845	541	679	1025	778	1139
S100a10	2616	16702	1732	1262	3266	3920	2248	3505
Znrf3	521	147	226	179	195	161	261	326
Dcaf17	438	101	214	395	471	447	648	437
Spidr	202	959	340	421	281	312	228	392
Mettl8	92	69	194	92	218	133	248	358
Arhgef11	186	166	74	44	114	240	392	372
Rptn	0	0	0	0	14	0	0	0
Elmod1	0	0	0	0	0	0	0	0
Hrnr	0	0	0	0	0	0	0	0
Rapgef5	37	0	0	11	85	119	127	141
Zbed3	81	410	128	77	158	201	180	438
Tlk1	1001	386	712	504	827	774	587	1038
Foxn4	0	0	0	0	0	0	2	0
Acacb	0	19	0	20	3	2	38	103
Wdr41	384	311	340	174	389	414	374	659
Ncapg2	59	124	86	0	1	112	18	8
Lce3b	0	0	0	0	0	0	0	0
Mat2b	2941	2511	3599	2992	2346	3110	2799	3238
Igsf3	1510	1406	918	957	1104	1117	940	1829
2010003K11Rik	0	0	0	0	0	0	0	0
Csgalnact2	92	439	209	297	136	196	116	273
Tbca	3251	2537	2169	2128	2251	2071	2056	2552
Sln	0	0	0	0	0	0	0	0
Dstyk	309	120	285	291	140	118	181	100
Wdr60	529	168	308	233	197	249	567	510
Wdr11	440	516	761	460	368	423	345	570
Zfp386	439	436	248	289	434	419	530	727
Myo3b	0	0	0	0	0	0	0	0
Tmcc2	0	36	0	0	0	0	0	0
Abhd14b	59	184	170	92	205	161	174	134
Svop	0	1	0	0	0	0	0	0
Hnrnpf	3147	2788	3964	3526	3661	5075	3275	4618
Arsb	1	58	84	27	7	28	0	1
Lce1c	0	0	0	0	0	0	0	0
Dao	0	1	0	0	0	0	0	0
Zfp239	0	0	0	35	0	8	23	72
Kank3	116	302	0	49	18	185	158	173
Dmgdh	0	0	0	0	57	35	0	2
Uggt2	26	129	32	32	47	11	29	0
Inpp5f	616	846	685	488	420	550	673	430
Inka1	482	542	496	507	540	389	484	318
Csdc2	0	234	1	0	0	0	7	0
Ccdc115	232	370	68	138	150	577	90	477
Klhdc8a	118	312	165	70	0	0	21	4
Vwa1	11	58	38	22	102	133	189	77
Bhmt2	31	33	20	17	102	14	11	21
Ssh1	310	615	491	182	198	237	263	291
Lce1f	0	0	0	0	0	0	0	0
Rassf4	213	0	314	22	25	21	95	47
Ppig	1437	1203	1462	1147	1552	1374	1418	2028
Msantd2	182	239	165	165	24	93	169	307
Cox10	179	97	181	106	215	276	257	96
Klhl23	6	385	41	156	396	341	391	482
Dzip1	0	92	17	6	1	58	9	99
Sprr2i	0	0	0	0	0	0	0	0
Gm9774	34	36	45	36	34	39	35	45
Tent2	790	666	653	679	988	665	773	1121
Armc5	190	201	0	179	199	311	137	218
Pnliprp1	0	0	0	0	0	0	0	0
Bend6	0	41	0	0	0	0	0	0
1700069L16Rik	0	0	0	0	0	0	0	0
Nfrkb	343	246	311	499	294	266	588	706
Tekt3	0	0	0	0	6	0	0	0
Cmklr1	0	0	0	0	0	1	0	0
Slc35f2	126	45	171	342	197	427	169	101
Zfp451	271	580	430	420	477	371	584	964
Chchd7	856	975	871	591	537	726	711	1034
Cdrt4	0	0	0	0	0	0	0	0
Slc35e2	189	289	184	210	210	264	372	513
Tbc1d22b	186	46	40	86	96	109	108	89
Kdm5b	2191	1383	2934	2487	3262	4609	3925	4834
0610010F05Rik	129	318	227	13	365	353	253	259
Abhd14a	189	563	336	270	254	466	372	511
Fbxo38	465	186	668	737	480	720	605	986
Sprr2d	0	62	0	0	0	0	0	0
Zfand4	0	24	5	0	39	130	7	42
Bag2	245	393	632	540	904	797	556	612
Sgsm1	0	0	43	0	8	37	104	43
Olfr631	0	0	0	0	0	0	0	0
Ammecr1	104	225	51	85	65	72	48	126
Lyn	168	85	62	271	110	88	69	224
Rabif	648	673	969	814	647	596	498	687
Crybb2	0	0	0	0	0	0	0	0
BC051665	0	0	0	0	0	0	0	0
Pglyrp3	0	0	0	0	0	0	0	0
Tmc7	1549	728	2041	1314	1015	891	1246	1146
Cyp2c37	0	0	0	0	0	0	0	0
Grk3	201	55	249	168	127	214	455	125
Pglyrp4	0	0	0	0	0	0	0	0
Pm20d1	1687	740	1318	1448	721	954	907	1360
Cilp	0	530	0	4	0	0	2	0
Ptchd4	0	0	0	0	0	0	0	0
Isl1	34	44	0	0	0	1	0	0
Ccr8	0	0	0	0	0	0	0	0
Trem1	0	0	0	0	0	0	0	0
Slc26a9	0	1	0	1	0	2	91	1
Fam92b	0	0	0	0	0	0	0	0
Nxt2	1112	904	763	659	552	692	440	897
Sestd1	10	627	7	49	57	148	133	97
Pelo	81	83	114	28	109	42	79	22
H1foo	0	0	0	0	0	0	0	0
Gucy2f	0	0	0	0	0	0	0	0
Itga1	1	28	52	34	0	5	0	1
Stab1	2	0	2	27	57	43	3	30
Hsd3b7	291	1517	816	250	385	420	1017	951
Mrtfa	50	236	81	32	176	89	181	114
Gm5617	554	646	462	383	362	590	573	652
Ttc19	186	280	136	413	318	238	209	403
Ehbp1	114	211	172	53	106	134	173	184
Sgsm3	399	165	512	438	135	295	315	313
Tmem183a	1691	1398	1129	1005	1359	1782	1370	1308
S100a14	894	474	1046	531	2187	2935	1909	2677
Setd1a	153	170	225	113	167	192	281	203
S100a13	440	2070	245	195	476	638	358	322
Prox2	0	0	0	0	11	0	9	2
Pbrm1	1511	1728	2458	1808	1533	1664	1754	2179
Hps4	239	67	274	94	132	120	104	200
Specc1	79	213	172	172	286	356	497	266
Tnfrsf14	0	0	31	42	0	0	0	0
Ctf1	163	164	279	114	147	242	168	230
Ubash3a	0	0	0	0	0	1	0	0
Arl15	468	417	699	690	483	693	595	530
Ikbke	188	99	251	383	253	418	290	473
Arel1	274	195	406	190	94	42	83	114
Grap2	1	0	0	1	0	0	1	0
Frem3	0	0	0	0	0	2	0	0
Gnl3	2802	1647	2328	2821	2052	2286	2072	2282
Gjb5	63	2356	177	51	48	99	0	231
Osbpl6	372	74	203	243	529	595	411	533
Lgalsl	486	159	178	76	154	132	158	261
Snx18	785	744	463	489	512	507	475	579
Gjb3	377	272	124	248	439	261	307	568
Rbm45	10	8	4	8	0	10	3	20
Slc5a10	0	0	0	0	0	2	0	15
Dmrt3	0	0	0	0	0	0	0	0
Fam83g	82	32	45	78	107	153	154	55
Esm1	0	0	0	0	0	0	1	0
Smim12	473	879	892	559	627	371	444	766
Gzmk	0	0	0	0	0	0	0	0
Tex13b	0	0	0	0	0	0	0	0
Dlgap3	0	0	0	0	0	0	0	0
Tsen2	138	339	320	153	241	265	55	160
Gatad2b	219	203	183	205	306	173	184	67
Rbm7	1478	1575	1443	1353	1071	1569	871	1871
Crtac1	0	0	0	0	0	4	0	0
Dennd4b	9	212	18	66	40	9	103	5
Atf4	2455	2505	2761	1857	2900	3532	2562	3180
Zmym6	52	239	241	238	359	168	335	172
Agps	506	448	265	349	106	437	373	585
Prdm14	0	0	0	0	0	0	36	12
Ccno	0	0	81	0	4	8	0	33
Nfkbil1	56	5	17	26	2	36	14	2
Fbrs	189	190	415	245	223	373	245	375
Frmpd3	0	0	0	0	0	0	0	0
Dhx29	168	264	272	254	228	237	207	253
Mgat3	701	259	288	626	310	253	257	228
Adora1	250	102	129	243	19	62	15	18
Pih1h3b	0	0	0	0	0	0	0	0
Mfap4	0	329	0	0	0	0	0	0
Zfp532	175	476	258	124	169	442	249	298
Mindy2	1204	500	876	787	637	678	631	831
Zmym4	253	141	267	263	250	394	407	551
Mios	423	179	67	421	295	257	310	1023
Hoxd1	0	0	0	0	0	0	0	0
Mybph	0	0	0	0	0	1	0	0
Reln	0	0	3	0	0	1	0	0
Bpifa2	0	0	0	0	0	0	0	0
C1galt1	380	100	279	350	201	328	364	336
Dctpp1	833	902	773	590	674	1300	808	923
Zfp410	674	589	1230	1571	779	1293	1178	1728
Tbc1d8b	194	357	159	4	84	43	66	91
Fcmr	0	0	0	0	0	7	0	0
Abcb4	0	0	0	0	4	0	0	0
Tfap2e	0	0	0	0	0	0	0	0
Mustn1	0	592	136	0	0	36	26	4
Leo1	342	98	227	415	236	689	366	394
Clspn	22	22	0	5	9	26	58	103
Tbc1d10b	278	318	304	195	135	119	145	393
Prdm10	101	83	371	78	92	197	157	284
Radx	204	0	227	105	195	260	156	90
Hoxd11	3	0	7	0	2	0	1	9
Ago4	499	176	397	224	183	322	528	305
Cpa6	0	276	11	3	6	1	16	12
Cd2bp2	425	416	435	208	416	292	230	384
Sdhaf3	361	288	289	220	172	303	201	297
Usp22	4315	3693	6096	5367	3815	4268	4103	5908
Elmsan1	127	206	152	124	71	159	205	181
Dmtf1	530	908	1187	701	697	946	843	1071
AA986860	955	192	677	768	855	1828	1087	1467
Klhl14	0	0	1	3	0	0	0	0
Pwwp3b	24	204	0	74	80	63	45	117
Ubap2l	1996	1714	3357	2190	2032	3386	2203	2285
Dnal1	18	61	39	72	63	92	81	97
Sun2	96	98	83	61	202	120	115	143
4933428M09Rik	0	0	0	0	0	0	0	0
Kcnj12	0	0	0	0	0	0	0	0
Golga7b	0	0	0	0	0	0	0	0
Gtpbp1	370	268	401	128	267	308	297	600
Acot5	0	0	0	0	0	0	1	2
Sem1	6751	7984	4499	3912	4979	5849	5135	6303
Asxl1	796	501	756	408	486	1051	1020	1402
Zp3r	0	0	0	0	0	0	0	8
Sin3a	639	187	554	603	386	578	714	503
Adprhl2	403	718	527	999	145	976	910	900
Fam227a	1	0	11	0	1	5	9	51
Nek10	0	0	0	0	0	0	1	0
Dhrs7b	735	717	829	530	575	474	693	842
Mier2	100	250	322	331	65	278	267	331
Ube2q1	553	508	672	497	418	437	498	590
Thsd7b	0	1	0	1	0	1	2	2
Cux2	169	1	258	84	114	6	101	180
Ipo11	56	91	396	287	457	252	321	519
Sh2b3	567	111	423	552	325	285	459	529
Fam199x	223	61	351	353	285	141	158	295
Tfap2d	0	0	0	0	0	0	0	0
Kdm7a	423	225	305	227	432	255	566	667
Kcna4	0	0	0	0	0	3	8	0
Atxn2	946	564	869	783	785	646	1035	1008
Hirip3	47	154	139	10	88	94	31	49
Asb4	0	0	0	0	4	0	0	2
Stk40	32	141	157	133	91	164	127	88
